"PAGE TITLE","PAGE URL","LINK TEXT","LINK URL","TARGET TITLE"
"Apply for increased disability benefits: VA.gov","/disability/file-for-increase-form-21-526ez","Apply for Increase","/disability-benefits/apply/form-526-disability-claim","Apply for increased disability benefits: VA.gov"
"Get Help Filing Your Claim or Appeal: VA.gov","/disability/get-help-filing-claim","Skip to Content","#content","Skip to Content"
"Get Help Filing Your Claim or Appeal: VA.gov","/disability/get-help-filing-claim","update your browser","https://whatbrowser.org/","External Link"
"Get Help Filing Your Claim or Appeal: VA.gov","/disability/get-help-filing-claim","/img/header-logo.png","/","VA.gov"
"Get Help Filing Your Claim or Appeal: VA.gov","/disability/get-help-filing-claim","Home","/","VA.gov"
"Get Help Filing Your Claim or Appeal: VA.gov","/disability/get-help-filing-claim","Disability","/disability","VA Disability Compensation: VA.gov"
"Get Help Filing Your Claim or Appeal: VA.gov","/disability/get-help-filing-claim","Get Help Filing a Claim","/disability/get-help-filing-claim","Get Help Filing Your Claim or Appeal: VA.gov"
"Get Help Filing Your Claim or Appeal: VA.gov","/disability/get-help-filing-claim","Eligibility","/disability/eligibility","Disability Benefits Eligibility: VA.gov"
"Get Help Filing Your Claim or Appeal: VA.gov","/disability/get-help-filing-claim","How to File a Claim","/disability/how-to-file-claim","How to Apply for Disability Benefits: VA.gov"
"Get Help Filing Your Claim or Appeal: VA.gov","/disability/get-help-filing-claim","After You File Your Claim","/disability/after-you-file-claim","After You Apply for Disability Benefits: VA.gov"
"Get Help Filing Your Claim or Appeal: VA.gov","/disability/get-help-filing-claim","Survivor and Dependent Compensation (DIC)","/burials-memorials/dependency-indemnity-compensation/","Compensation for Surviving Spouse and Dependents (VA DIC): VA.gov"
"Get Help Filing Your Claim or Appeal: VA.gov","/disability/get-help-filing-claim","Check Claim or Appeal Status","/claim-or-appeal-status/","Check Your VA Claim or Appeal Status: VA.gov"
"Get Help Filing Your Claim or Appeal: VA.gov","/disability/get-help-filing-claim","File for Increased Disability","/disability/file-for-increase-form-21-526ez","Apply for increased disability benefits: VA.gov"
"Get Help Filing Your Claim or Appeal: VA.gov","/disability/get-help-filing-claim","File an Appeal","/disability/file-an-appeal","Appeals: VA.gov"
"Get Help Filing Your Claim or Appeal: VA.gov","/disability/get-help-filing-claim","Add or Remove a Dependent","/disability/add-remove-dependent","Adding Dependents to Your VA Disability Benefits: VA.gov"
"Get Help Filing Your Claim or Appeal: VA.gov","/disability/get-help-filing-claim","Upload Evidence to Support Your Claim","/disability/upload-supporting-evidence","Upload Evidence to Support Your Claim: VA.gov"
"Get Help Filing Your Claim or Appeal: VA.gov","/disability/get-help-filing-claim","File Supplemental Forms","/disability/how-to-file-claim/supplemental-forms/","Supplemental Disability Forms: VA.gov"
"Get Help Filing Your Claim or Appeal: VA.gov","/disability/get-help-filing-claim","Change Direct Deposit and Contact Info","/change-direct-deposit-and-contact-information","Change Your VA Direct Deposit and Contact Information: VA.gov"
"Get Help Filing Your Claim or Appeal: VA.gov","/disability/get-help-filing-claim","Share Medical Records","/health-care/get-medical-records/","Get Your VA Medical Records Online: VA.gov"
"Get Help Filing Your Claim or Appeal: VA.gov","/disability/get-help-filing-claim","Download VA Benefit Letters","/records/download-va-letters/","Download VA Benefit Letters: VA.gov"
"Get Help Filing Your Claim or Appeal: VA.gov","/disability/get-help-filing-claim","View Disability Payment History","/va-payment-history","View Your VA Payment History: VA.gov"
"Get Help Filing Your Claim or Appeal: VA.gov","/disability/get-help-filing-claim","About Disability Ratings","/disability/about-disability-ratings","How VA Assigns Disability Ratings: VA.gov"
"Get Help Filing Your Claim or Appeal: VA.gov","/disability/get-help-filing-claim","Compensation Rates","http://www.benefits.va.gov/compensation/rates-index.asp","External Link"
"Get Help Filing Your Claim or Appeal: VA.gov","/disability/get-help-filing-claim","VA Claim Exam (C&P Exam)","/disability/va-claim-exam","VA Claim Exam (C&P Exam): VA.gov"
"Get Help Filing Your Claim or Appeal: VA.gov","/disability/get-help-filing-claim","Get Help Filing a Claim","/disability/get-help-filing-claim","Get Help Filing Your Claim or Appeal: VA.gov"
"Get Help Filing Your Claim or Appeal: VA.gov","/disability/get-help-filing-claim","DBQ Forms","https://www.benefits.va.gov/compensation/dbq_disabilityexams.asp","External Link"
"Get Help Filing Your Claim or Appeal: VA.gov","/disability/get-help-filing-claim","Find out more in the “How to Challenge a Fee” guide","https://localhost/OGC/docs/Accred/HowtoChallengeaFee.pdf","https://localhost/OGC/docs/Accred/HowtoChallengeaFee.pdf"
"Get Help Filing Your Claim or Appeal: VA.gov","/disability/get-help-filing-claim","Go to eBenefits","https://www.ebenefits.va.gov/ebenefits/vso-search","External Link"
"Get Help Filing Your Claim or Appeal: VA.gov","/disability/get-help-filing-claim","Search the VA Office of the General Counsel’s list","https://localhost/ogc/apps/accreditation/index.asp","External Link"
"Get Help Filing Your Claim or Appeal: VA.gov","/disability/get-help-filing-claim","Go to eBenefits","https://www.ebenefits.va.gov/ebenefits/manage/representative","External Link"
"Get Help Filing Your Claim or Appeal: VA.gov","/disability/get-help-filing-claim","Download VA Form 21-22","https://www.vba.va.gov/pubs/forms/VBA-21-22-ARE.pdf","External Link"
"Get Help Filing Your Claim or Appeal: VA.gov","/disability/get-help-filing-claim","Download VA Form 21-22a","https://www.vba.va.gov/pubs/forms/VBA-21-22A-ARE.pdf","External Link"
"Get Help Filing Your Claim or Appeal: VA.gov","/disability/get-help-filing-claim","Find a VA regional office near you","/facilities/","Facility Locator: VA.gov"
"Get Help Filing Your Claim or Appeal: VA.gov","/disability/get-help-filing-claim","Find out if you’re eligible for the Decision Ready Claims program","/disability/how-to-file-claim/evidence-needed/decision-ready-claims/","VA Decision Ready Claims Program: VA.gov"
"Get Help Filing Your Claim or Appeal: VA.gov","/disability/get-help-filing-claim","Fully Developed Disability Claims

                Find out how to use the Fully Developed Claims program to get a faster decision on your claim by sending in all the evidence you have—or can easily get—when you file your claim.","/disability/how-to-file-claim/evidence-needed/fully-developed-claims/","Fully Developed Disability Claims: VA.gov"
"Get Help Filing Your Claim or Appeal: VA.gov","/disability/get-help-filing-claim","Decision Ready Claims Program

                Find out if you can use the DRC program to get a decision on your claim in 30 days or less by working with an accredited VSO.","/disability/how-to-file-claim/evidence-needed/decision-ready-claims/","VA Decision Ready Claims Program: VA.gov"
"Get Help Filing Your Claim or Appeal: VA.gov","/disability/get-help-filing-claim","Pre-discharge Claim

                If you have 90 to 180 days left on active duty, find out how to file a disability claim through the Benefits Delivery at Discharge (BDD) program to get your benefits sooner.","/disability/how-to-file-claim/when-to-file/pre-discharge-claim/","Pre-discharge Claim: VA.gov"
"Get Help Filing Your Claim or Appeal: VA.gov","/disability/get-help-filing-claim","How VA Assigns Disability Ratings

                Find out how we assign ratings for service-connected disabilities.","/disability/about-disability-ratings/","How VA Assigns Disability Ratings: VA.gov"
"Get Help Filing Your Claim or Appeal: VA.gov","/disability/get-help-filing-claim","Disabilities That Appear Within 1 Year After Discharge

                Find out if you're eligible for disability compensation for a disability that appeared within a year after you were discharged from service.","/disability/eligibility/illnesses-within-one-year-of-discharge/","Disabilities That Appear within 1 Year after Discharge: VA.gov"
"VA Decision Ready Claims Program: VA.gov","/disability/how-to-file-claim/evidence-needed/decision-ready-claims","Skip to Content","#content","Skip to Content"
"VA Decision Ready Claims Program: VA.gov","/disability/how-to-file-claim/evidence-needed/decision-ready-claims","update your browser","https://whatbrowser.org/","External Link"
"VA Decision Ready Claims Program: VA.gov","/disability/how-to-file-claim/evidence-needed/decision-ready-claims","/img/header-logo.png","/","VA.gov"
"VA Decision Ready Claims Program: VA.gov","/disability/how-to-file-claim/evidence-needed/decision-ready-claims","Home","/","VA.gov"
"VA Decision Ready Claims Program: VA.gov","/disability/how-to-file-claim/evidence-needed/decision-ready-claims","Disability","/disability","VA Disability Compensation: VA.gov"
"VA Decision Ready Claims Program: VA.gov","/disability/how-to-file-claim/evidence-needed/decision-ready-claims","How to File a Claim","/disability/how-to-file-claim","How to Apply for Disability Benefits: VA.gov"
"VA Decision Ready Claims Program: VA.gov","/disability/how-to-file-claim/evidence-needed/decision-ready-claims","Evidence Needed","/disability/how-to-file-claim/evidence-needed","How to Gather Evidence for Your Claim: VA.gov"
"VA Decision Ready Claims Program: VA.gov","/disability/how-to-file-claim/evidence-needed/decision-ready-claims","Decision Ready Claims","/disability/how-to-file-claim/evidence-needed/decision-ready-claims","VA Decision Ready Claims Program: VA.gov"
"VA Decision Ready Claims Program: VA.gov","/disability/how-to-file-claim/evidence-needed/decision-ready-claims","Evidence Needed","/disability/how-to-file-claim/evidence-needed","How to Gather Evidence for Your Claim: VA.gov"
"VA Decision Ready Claims Program: VA.gov","/disability/how-to-file-claim/evidence-needed/decision-ready-claims","Decision Ready Claims","/disability/how-to-file-claim/evidence-needed/decision-ready-claims","VA Decision Ready Claims Program: VA.gov"
"VA Decision Ready Claims Program: VA.gov","/disability/how-to-file-claim/evidence-needed/decision-ready-claims","Fully Developed Claims","/disability/how-to-file-claim/evidence-needed/fully-developed-claims","Fully Developed Disability Claims: VA.gov"
"VA Decision Ready Claims Program: VA.gov","/disability/how-to-file-claim/evidence-needed/decision-ready-claims","Standard Claims","/disability/how-to-file-claim/evidence-needed/standard-claims","Standard Disability Claims: VA.gov"
"VA Decision Ready Claims Program: VA.gov","/disability/how-to-file-claim/evidence-needed/decision-ready-claims","Dependency and Indemnity Compensation (DIC) claim","/burials-memorials/dependency-indemnity-compensation/","Compensation for Surviving Spouse and Dependents (VA DIC): VA.gov"
"VA Decision Ready Claims Program: VA.gov","/disability/how-to-file-claim/evidence-needed/decision-ready-claims","Go to eBenefits to find a VSO near you","https://www.ebenefits.va.gov/ebenefits/vso-search","External Link"
"VA Decision Ready Claims Program: VA.gov","/disability/how-to-file-claim/evidence-needed/decision-ready-claims","Go to eBenefits","https://www.ebenefits.va.gov/ebenefits/vso-search","External Link"
"VA Decision Ready Claims Program: VA.gov","/disability/how-to-file-claim/evidence-needed/decision-ready-claims","Search the VA Office of the General Counsel’s list","https://localhost/ogc/apps/accreditation/index.asp","External Link"
